'' 139 4585 4593 4595 4602 4603 4609 4625 4630 4632 4662 4664 4665 4689 4691 4692 4713 4714 4719 4769 4781 4785 4809 4810 4816 4824 4867 4882 4893 4903 4933 4941 4944 4951 4964 4988 5002 5003 5070 5109 5115 5117 5127 5132 5134 5139 5160 5162 5167 5171 5172 5176 5177 5193 5194 5195 5201 5206 5214 5226 5235 5244 5258 5268 5270 5271 5273 5283 5286 5288 5290 5318 5335 5345 5352 5363 5376 5377 5382 5388 5391 5392 5394 5408 5412 5453 5456 5458 5467 5471 5472 5473 5474 5505 5506 5507 5511 5523 5542 5554 5561 5567 5570 5586 5598 5655 5667 5690 5702 5706 5710 5711 5712 5717 5719 5727 5734 5746 5750 5752 5755 5761 5778 5779 5786 5787 5796 5800 5808 5827 5841 5850 5858 5868 5870 5879 5888 5895 5896 5908
'd 1 5888
'll 5 4951 5160 5288 5363 5376
'm 3 5345 5376 5561
'protection 1 4595
're 5 4625 4944 5467 5473 5808
's 309 4576 4577 4579 4584 4591 4592 4593 4599 4600 4602 4603 4604 4605 4609 4613 4615 4617 4621 4623 4625 4629 4630 4631 4633 4636 4637 4638 4640 4654 4659 4665 4666 4679 4687 4689 4690 4691 4692 4695 4700 4709 4711 4717 4719 4720 4735 4739 4740 4741 4742 4751 4768 4769 4772 4778 4781 4785 4787 4795 4796 4798 4806 4809 4816 4818 4822 4825 4833 4835 4867 4881 4884 4890 4893 4898 4905 4910 4933 4937 4941 4944 4951 4953 4962 4964 4974 4983 4987 4988 5009 5031 5053 5057 5070 5071 5077 5081 5091 5094 5109 5113 5115 5116 5117 5119 5125 5127 5132 5134 5139 5145 5146 5150 5152 5153 5156 5160 5162 5167 5168 5169 5171 5172 5176 5177 5178 5181 5183 5185 5189 5190 5192 5193 5194 5195 5196 5201 5203 5206 5207 5209 5210 5214 5216 5219 5220 5222 5226 5231 5234 5235 5236 5240 5244 5250 5255 5258 5266 5268 5270 5271 5273 5274 5277 5278 5279 5280 5285 5286 5288 5290 5291 5295 5299 5304 5318 5323 5328 5330 5331 5332 5333 5335 5338 5340 5345 5352 5360 5363 5371 5376 5377 5382 5389 5390 5391 5392 5394 5398 5411 5412 5421 5426 5435 5437 5441 5445 5447 5456 5458 5467 5471 5472 5473 5474 5481 5485 5507 5511 5517 5518 5531 5533 5537 5541 5542 5554 5558 5561 5570 5586 5597 5630 5644 5647 5660 5661 5667 5671 5684 5686 5689 5690 5692 5693 5702 5708 5710 5711 5712 5717 5724 5727 5734 5737 5739 5740 5746 5752 5755 5756 5757 5761 5762 5765 5767 5769 5778 5779 5780 5782 5785 5786 5787 5788 5789 5793 5798 5800 5805 5808 5810 5819 5826 5827 5833 5835 5836 5841 5842 5847 5848 5849 5850 5852 5858 5866 5870 5875 5879 5888 5895 5896 5900 5902 5908 5935 5945 5947
've 7 4625 5127 5160 5167 5273 5288 5888
-- 32 4599 4692 4809 4824 4898 4941 4988 5056 5070 5109 5139 5167 5169 5172 5176 5244 5268 5273 5290 5295 5318 5431 5491 5507 5598 5610 5635 5636 5648 5761 5808 5887
-franc 1 5318
-ivori 1 5192
-offici 1 5838
.. 1 5278
... 21 4625 4632 4662 4689 4713 4951 5162 5171 5172 5176 5286 5318 5382 5458 5467 5473 5554 5752 5755 5796 5808
.... 2 5177 5318
0-92 1 5467
0.1 14 4743 4744 4770 4771 4944 5178 5375 5389 5523 5768 5769 5805 5848 5886
0.2 8 4771 5238 5375 5389 5805 5830 5848 5849
0.226 2 5526 5564
0.28 1 5706
0.3 8 4641 4771 5061 5196 5245 5805 5838 5839
0.3-0.4 1 4944
0.35 1 5932
0.38 1 5278
0.4 9 4634 4771 4944 5061 5210 5805 5830 5845 5848
0.45 1 5207
0.5 14 4744 4770 4771 4787 4944 5178 5183 5196 5245 5280 5472 5805 5848 5886
0.51 1 5207
0.531 2 5526 5564
0.545 2 5526 5564
0.6 9 4743 4744 4771 4944 5768 5769 5783 5805 5848
0.6800 1 5189
0.6820 1 5779
0.6858/63 1 5779
0.6864/69 1 5779
0.6875 1 5779
0.6900 1 5189
0.693 2 5526 5564
0.7 11 4602 4771 4944 5196 5769 5803 5805 5807 5830 5848 5879
0.8 15 4629 4634 4660 4771 4944 5061 5178 5240 5769 5798 5803 5805 5807 5830 5879
0.809 2 5526 5564
0.81 1 5517
0.9 8 4744 4944 5215 5318 5375 5389 5447 5523
0/92 4 5363 5467 5611 5639
0500 1 5142
0800 1 5783
0930 1 5792
1 21 4631 4640 4671 4939 5053 5057 5139 5167 5203 5232 5256 5273 5277 5410 5662 5687 5694 5789 5792 5827 5850
1,000 8 4648 4708 5172 5366 5481 5491 5711 5793
policymak 2 5176 5290
polish 1 5214
polit 17 4809 4988 5169 5176 5201 5255 5290 5318 5323 5394 5458 5471 5542 5554 5643 5800 5808
poll 7 4695 5070 5189 5778 5787 5808 5858
pollut 1 4691
polo 2 5172 5295
polym 1 5421
pool 2 5473 5808
poor 11 4905 5033 5109 5145 5178 5235 5474 5554 5570 5779 5800
poorer 1 5507
popsicl 1 5934
popul 3 5215 5473 5788
popular 2 5070 5318
pork 2 4744 5812
porla 1 5218
port 20 4609 4735 4739 4742 4778 4781 4785 4845 4953 4983 5118 5142 5156 5203 5292 5542 5734 5808 5827 5870
portend 1 4944
portfolio 3 4850 5201 5711
portion 3 4850 5610 5899
portland-area 1 5335
portug 3 4741 5169 5761
portugues 2 4741 5761
posit 31 4602 4681 4825 4890 4944 4951 5070 5077 5116 5127 5176 5189 5206 5210 5215 5216 5258 5290 5382 5471 5491 5511 5711 5719 5727 5755 5767 5808 5850 5887 5947
possibl 28 4577 4603 4690 4692 4824 4884 4893 4944 4951 5089 5109 5149 5177 5286 5295 5357 5453 5505 5570 5643 5690 5710 5711 5734 5778 5787 5827 5858
post 16 4576 4578 4584 4622 4686 4796 4893 5092 5205 5258 5371 5473 5508 5511 5660 5743
post-intelligenc 1 4622
post-split 1 4796
post-tax 1 5366
postpon 6 4664 4714 5177 5270 5286 5879
postur 1 5896
potato 3 5145 5499 5800
potenti 13 4951 4970 4988 5001 5057 5244 5318 5471 5672 5710 5739 5796 5888
pound 5 4809 5070 5278 5394 5888
pour 1 5178
powder 3 5206 5271 5887
powel 1 5044
power 16 4665 4733 4835 4910 5001 5061 5121 5154 5210 5318 5376 5473 5561 5643 5788 5868
ppi 1 4944
practic 9 4595 4735 4778 4806 5057 5226 5376 5561 5908
practis 1 5392
pragmat 1 5471
prairi 1 5044
prat 1 5121
pratt 1 5121
pre- 1 4796
pre-chapt 1 5366
pre-compromis 1 5598
pre-empt 1 4735
pre-equ 1 4610
pre-extraordinari 1 4610
pre-fin 1 5270
pre-interest 1 5219
pre-split 1 4796
pre-tax 11 4610 5188 5219 5250 5257 5349 5429 5456 5657 5800 5873
precautionari 1 4690
preced 1 4695
preceed 1 5126
preciou 1 4744
precis 4 4603 5595 5725 5769
predatori 2 4665 5850
predict 11 4630 4636 4809 5160 5194 5288 5363 5394 5471 5727 5796
preemin 1 5719
preempt 1 5408
prefer 14 4581 4733 4745 4910 4952 5058 5091 5291 5452 5585 5889 5899 5935 5938
preliminari 11 5171 5181 5196 5256 5279 5554 5596 5670 5671 5798 5849
premier 1 5441
premium 6 4659 4774 4965 5113 5719 5888
premium-pr 1 5258
prepar 14 4809 5243 5345 5352 5391 5394 5570 5717 5752 5786 5827 5870 5880 5895
prepart 1 5352
prescott 1 5888
presenc 4 4867 5070 5168 5192
present 33 4590 4602 4609 4623 4648 4680 4703 4708 4824 4835 4941 4951 4965 5040 5042 5057 5134 5168 5181 5192 5201 5279 5293 5377 5396 5570 5598 5702 5793 5812 5827 5868 5880
preserv 3 5177 5193 5286
presid 60 4616 4622 4625 4632 4712 4785 4809 4887 4941 4953 5002 5009 5031 5057 5094 5127 5134 5145 5156 5160 5162 5168 5172 5176 5190 5192 5226 5235 5268 5270 5278 5285 5288 5290 5291 5295 5318 5330 5338 5345 5366 5376 5394 5453 5458 5465 5471 5473 5511 5533 5561 5706 5711 5727 5761 5762 5778 5827 5858 5899
president-elect 1 5391
presidenti 2 5226 5318
press 18 4593 4616 4630 4662 4712 4713 4816 4933 5080 5115 5190 5338 5376 5392 5561 5789 5800 5808
pressur 17 4665 4781 4809 4829 4944 5134 5255 5323 5404 5408 5458 5471 5542 5690 5778 5858 5908
prestig 2 5226 5268
presuppos 1 4692
pretax 14 4644 4732 4893 4930 5212 5264 5339 5356 5359 5366 5429 5437 5573 5597
pretoria 1 5542
pretti 1 4625
preussag 1 5435
prevail 3 5070 5139 5702
prevent 8 4602 4735 4781 5169 5391 5690 5808 5902
previoiu 1 4695
previou 33 4659 4678 4689 4691 4692 4695 4795 4825 4951 4962 5003 5092 5139 5214 5215 5256 5258 5345 5412 5429 5472 5525 5648 5660 5783 5805 5807 5811 5830 5848 5849 5879 5941
previous 35 4585 4602 4636 4692 4751 4771 4774 4779 4818 4908 4910 4944 4990 5085 5091 5112 5139 5331 5366 5412 5485 5491 5502 5525 5526 5533 5540 5564 5644 5755 5886 5902 5941 5946 5947
previously-announc 4 4733 5440 5873 5876
previously-report 1 4751
pri 1 5630
price 136 4576 4584 4590 4592 4593 4603 4605 4615 4623 4629 4630 4632 4634 4641 4656 4658 4659 4660 4662 4664 4665 4679 4713 4714 4733 4741 4743 4744 4748 4769 4772 4787 4824 4825 4831 4835 4893 4905 4937 4941 4944 4963 4965 4981 4988 5020 5033 5037 5061 5071 5109 5127 5134 5139 5145 5156 5167 5168 5171 5178 5190 5192 5193 5195 5206 5214 5222 5231 5238 5244 5245 5255 5258 5260 5268 5270 5271 5273 5274 5283 5295 5299 5318 5323 5335 5338 5340 5345 5350 5376 5379 5382 5389 5391 5411 5465 5467 5471 5474 5523 5559 5561 5567 5570 5596 5598 5641 5643 5648 5684 5692 5702 5711 5712 5737 5755 5757 5761 5768 5769 5787 5788 5792 5793 5800 5805 5812 5830 5839 5849 5850 5868 5873 5888 5889 5935
primari 6 5117 5195 5435 5464 5485 5744
primarili 1 4744
prime 11 4925 5149 5193 5194 5235 5318 5447 5472 5476 5507 5850
princip 5 4690 4806 5071 5390 5585
principl 12 4774 4841 4976 5168 5192 5441 5477 5643 5724 5751 5808 5841
print 3 5102 5219 5250
prior 44 4602 4613 4732 4777 4780 4801 4803 4821 4914 4930 4991 4998 5012 5020 5021 5083 5139 5253 5339 5346 5352 5414 5416 5437 5522 5528 5532 5546 5573 5576 5593 5604 5657 5662 5663 5687 5701 5707 5717 5722 5901 5911 5914 5938
prioriti 3 5171 5178 5193
privat 42 4586 4603 4625 4798 4812 4848 4884 4953 5002 5097 5112 5134 5156 5171 5172 5176 5177 5190 5206 5214 5235 5268 5271 5286 5290 5295 5318 5328 5338 5447 5453 5458 5471 5473 5597 5636 5710 5755 5805 5808 5868 5879
privately-held 4 4591 5304 5875 5899
privately-own 1 4890
privatis 5 5162 5228 5235 5318 5900
pro 1 5593
probabl 8 4905 4951 5473 5778 5787 5788 5858 5888
probe 1 5710
problem 28 4602 4603 4632 4665 4809 4941 4988 5071 5169 5171 5172 5190 5206 5244 5271 5278 5318 5394 5412 5458 5570 5690 5719 5737 5752 5786 5796 5895
proce 3 4893 5441 5739
proced 1 5511
procedur 7 4735 4781 4824 5040 5518 5870 5908
proceed 10 4665 4781 5177 5286 5335 5541 5558 5755 5793 5870
process 24 4605 4609 4625 4848 4970 5009 5031 5057 5061 5201 5218 5345 5379 5398 5412 5445 5507 5541 5542 5558 5752 5786 5833 5895
processor 7 4577 5057 5214 5445 5487 5702 5812
procur 2 5181 5279
prod 1 5318
produc 70 4603 4609 4623 4630 4636 4660 4678 4679 4691 4743 4744 4824 4829 4941 4944 4951 5002 5003 5037 5057 5061 5123 5127 5139 5148 5149 5150 5152 5167 5168 5169 5172 5178 5185 5192 5195 5196 5201 5209 5214 5243 5244 5255 5258 5273 5281 5318 5382 5391 5435 5467 5471 5485 5541 5558 5598 5639 5693 5702 5761 5778 5792 5793 5796 5812 5833 5847 5858 5887 5888
producer/consum 1 5258
product 114 4595 4600 4604 4609 4625 4630 4632 4634 4636 4640 4664 4679 4689 4697 4714 4719 4744 4769 4770 4771 4835 4848 4898 4905 4944 4951 4962 4983 4993 5009 5031 5033 5052 5057 5071 5081 5097 5109 5126 5127 5148 5150 5167 5169 5172 5175 5178 5181 5196 5206 5209 5214 5218 5240 5244 5255 5271 5273 5285 5315 5318 5323 5334 5376 5391 5396 5414 5415 5421 5447 5458 5467 5472 5473 5485 5494 5506 5511 5541 5558 5561 5608 5630 5635 5647 5684 5692 5702 5711 5712 5727 5761 5769 5783 5789 5791 5796 5800 5805 5807 5808 5812 5827 5835 5847 5848 5849 5850 5868 5879 5887 5888 5919 5934
production/high 1 5467
profession 1 5345
profil 2 5507 5808
profit 111 4581 4583 4621 4630 4644 4649 4691 4692 4695 4732 4745 4773 4775 4776 4797 4810 4892 4893 4901 4914 4920 4922 4930 4954 4974 5015 5018 5034 5042 5050 5051 5070 5072 5076 5084 5092 5105 5172 5188 5210 5212 5219 5250 5257 5264 5313 5316 5317 5318 5321 5327 5328 5339 5354 5359 5410 5412 5416 5422 5423 5429 5431 5443 5452 5454 5456 5470 5473 5474 5475 5511 5530 5538 5543 5555 5563 5570 5572 5573 5575 5586 5592 5595 5600 5602 5617 5629 5647 5654 5657 5669 5679 5702 5715 5719 5723 5725 5727 5741 5746 5756 5758 5787 5788 5793 5796 5800 5822 5925 5931 5947
profit-mak 1 4622
profit-tak 2 5070 5706
profound 1 5542
prog 1 5713
program 37 4625 4744 4818 4833 4905 5003 5033 5040 5109 5145 5148 5167 5169 5201 5235 5268 5273 5295 5363 5383 5400 5408 5421 5423 5458 5467 5472 5567 5570 5610 5635 5640 5648 5655 5684 5692 5761
programm 6 5148 5167 5250 5273 5318 5458
progress 7 4778 4903 5376 5507 5561 5713 5746
prohibit 1 4579
project 18 4625 4631 4848 4933 5139 5150 5171 5203 5234 5243 5292 5421 5531 5541 5558 5822 5835 5888
prolong 2 5471 5847
promis 9 4951 5183 5280 5318 5507 5542 5778 5800 5858
promisari 1 5411
promissori 1 5377
promot 4 5169 5171 5812 5887
prompt 10 4809 4965 4988 5160 5177 5286 5288 5394 5467 5706
promptli 1 5352
properti 15 4732 4755 4794 4848 4920 5234 5250 5429 5526 5528 5538 5564 5579 5675 5780
propon 2 5376 5561
proport 2 4636 5671
propos 59 4577 4591 4623 4665 4735 4773 4776 4798 4806 4809 4824 4893 4970 5139 5149 5167 5169 5177 5190 5201 5243 5258 5273 5278 5285 5286 5291 5304 5331 5335 5338 5352 5391 5394 5455 5467 5470 5473 5506 5507 5542 5585 5598 5611 5643 5655 5667 5683 5690 5702 5717 5761 5778 5796 5808 5841 5858 5879 5880
proprietari 1 5454
prorat 3 5293 5329 5340
prospect 21 4602 4662 4713 4751 4772 4824 4835 4893 4988 5150 5176 5177 5203 5210 5286 5290 5299 5318 5423 5453 5746
prospectu 1 5787
prosper 1 5507
protecionist 1 5169
protect 9 4809 5070 5145 5376 5394 5507 5561 5597 5946
protection 5 5570 5717 5786 5841 5895
protectionist 10 5160 5169 5288 5376 5391 5507 5561 5717 5778 5858
protein 1 5635
protest 11 4735 4778 4781 4833 4953 5156 5169 5285 5481 5761 5870
protocol 1 5149
protract 1 4640
prov 1 5251
prove 4 4590 4962 5789 5850
proven 3 4590 4962 5209
provid 35 4682 4720 4739 4751 4783 4818 4890 4933 4988 5056 5082 5118 5127 5153 5193 5232 5235 5277 5293 5360 5376 5561 5570 5596 5597 5635 5636 5667 5761 5800 5888 5896 5909 5945 5946
provinc 4 4630 5471 5800 5826
provinci 1 5789
provis 23 4692 4747 4814 4933 4974 5089 5139 5176 5219 5290 5293 5321 5339 5342 5359 5363 5366 5376 5412 5561 5585 5611 5639
provisiion 1 5467
provision 8 4881 5205 5253 5254 5256 5371 5842 5848
provok 2 5169 5717
prudenti 2 5109 5127
prudential-bach 1 5888
prune 1 5318
psa 1 4845
pson.l 2 5219 5250
psycholog 2 5778 5858
pti 1 5203
ptmi 2 5595 5725
public 26 4600 4604 4665 4893 5042 5056 5070 5162 5168 5176 5192 5193 5201 5290 5357 5385 5458 5610 5636 5662 5729 5739 5787 5789 5805 5879
public-sector 1 5879
publicli 1 5357
publish 16 4622 4890 5080 5102 5171 5177 5178 5250 5256 5286 5507 5659 5710 5789 5849 5900
puerto 1 4983
pukg.pa 2 5149 5243
pulp 1 5071
pump 4 4983 5244 5915 5919
punish 1 5145
punit 2 5755 5793
punt 1 4809
purchas 65 4579 4593 4599 4605 4606 4615 4630 4659 4665 4679 4682 4689 4696 4806 4825 4884 4893 4939 4952 4955 4970 4976 4988 5056 5080 5113 5123 5125 5139 5142 5191 5212 5234 5244 5278 5281 5335 5340 5352 5382 5396 5411 5423 5431 5465 5477 5505 5525 5596 5636 5648 5708 5713 5750 5778 5789 5808 5858 5873 5889 5899 5909 5934 5937 5941
purchs 1 5876
pure 3 5270 5458 5717
purest 1 5888
purol 1 5442
purpos 5 5044 5283 5442 5665 5713
purra 1 4769
pursu 6 5235 5318 5473 5507 5641 5711
pursuant 2 4606 5070
push 10 4893 5070 5127 5258 5318 5376 5561 5778 5787 5858
pusuant 1 5411
put 30 4609 4630 4678 4689 4735 4944 5002 5070 5149 5181 5201 5214 5243 5244 5256 5258 5279 5285 5382 5412 5491 5643 5750 5778 5800 5805 5858 5866 5879 5896
qatar 2 5193 5400
qed 1 5044
qedx 1 5044
qpon 1 5620
qslt 2 5359 5366
qtli 32 4613 4780 4801 4821 4900 4956 4990 4991 4998 5021 5053 5054 5083 5085 5346 5414 5502 5522 5528 5546 5576 5604 5663 5701 5720 5721 5722 5729 5742 5901 5914 5938
qtr 140 4581 4729 4732 4745 4747 4759 4775 4777 4782 4788 4791 4792 4794 4797 4801 4803 4810 4820 4827 4843 4892 4901 4911 4914 4930 4934 4954 4960 4972 4974 5013 5015 5018 5029 5034 5043 5046 5048 5050 5051 5055 5068 5072 5076 5084 5089 5090 5092 5095 5100 5105 5126 5297 5308 5312 5313 5314 5316 5317 5321 5326 5327 5339 5354 5355 5356 5358 5359 5367 5407 5415 5416 5417 5422 5426 5437 5438 5444 5451 5452 5454 5461 5464 5475 5494 5495 5496 5500 5501 5530 5532 5535 5543 5544 5549 5556 5565 5573 5576 5582 5592 5593 5595 5600 5602 5617 5624 5629 5632 5647 5650 5654 5657 5658 5660 5663 5677 5679 5680 5682 5701 5712 5723 5725 5731 5738 5741 5744 5746 5749 5758 5894 5898 5901 5906 5911 5926 5930 5931 5939
qtrli 5 5012 5086 5593 5662 5687
quad 1 5624
quadrex 1 5624
quadrupl 1 5266
quak 2 5268 5270
qualifi 1 5057
qualiti 2 5178 5258
quantiti 1 4632
quantum 2 4809 5394
quarrel 2 5176 5290
quarter 72 4581 4613 4629 4644 4662 4690 4695 4713 4732 4747 4751 4777 4791 4796 4810 4893 4898 4914 4922 4944 5092 5114 5126 5127 5167 5210 5256 5273 5317 5321 5327 5339 5354 5359 5377 5385 5388 5390 5422 5431 5443 5452 5454 5474 5475 5500 5543 5544 5573 5576 5579 5627 5643 5647 5660 5680 5688 5712 5737 5746 5783 5805 5807 5830 5848 5850 5879 5887 5888 5894 5896 5941
quarterli 18 4780 4810 4821 5058 5083 5210 5346 5351 5377 5390 5404 5414 5431 5517 5522 5546 5604 5721
queen 1 5437
queensland 1 5203
queenstown 1 5788
quell 2 5190 5338
question 18 4625 4690 4824 4941 5127 5160 5193 5288 5382 5392 5408 5458 5690 5752 5761 5779 5786 5895
questionnair 2 5210 5908
quevedo 2 5145 5268
quicken 1 5841
quickli 7 4603 4630 4679 5070 5134 5152 5779
quit 2 4603 5467
quito 1 5268
quot 19 4630 4637 4987 5070 5154 5162 5189 5190 5220 5315 5338 5456 5507 5778 5796 5827 5841 5858 5866
quota 20 4603 4609 4631 4679 5002 5057 5167 5183 5214 5244 5258 5273 5280 5376 5471 5561 5570 5786 5812 5895
r 1 5345
r-mi. 1 5561
r. 1 4887
race 1 4934
radic 2 4692 5761
radio 2 5523 5734
radix 1 5530
raider 2 5710 5755
rail 1 4785
railroad 2 5608 5693
railway 3 4785 5053 5827
rain 1 5826
rainier 1 5520
rais 42 4576 4578 4584 4602 4621 4679 4740 4774 4831 4848 4908 4944 5086 5092 5139 5141 5148 5172 5222 5235 5283 5293 5318 5346 5390 5414 5472 5474 5485 5525 5570 5664 5683 5684 5692 5711 5712 5717 5755 5757 5796 5800
rajasthan 1 5153
ralli 5 4636 4953 5156 5330 5706
ramirez 1 4944
ramon 1 5226
rampura-agucha 1 5153
ran 1 5171
ranch 1 5423
randal 1 5456
randolph 1 5331
rang 23 4937 4976 5003 5070 5127 5154 5169 5172 5176 5189 5204 5206 5253 5258 5271 5290 5411 5531 5757 5765 5836 5888 5932
rank 3 4621 5150 5611
rape 1 4671
rapid 5 4680 4703 5057 5473 5888
rapidli 3 4630 5376 5561
rare 1 5471
rate 76 4592 4602 4616 4621 4625 4633 4654 4656 4675 4680 4682 4700 4703 4709 4712 4717 4720 4741 4763 4771 4783 4809 4881 4882 4925 4939 4944 4953 4993 5052 5070 5127 5148 5156 5176 5190 5194 5201 5206 5231 5232 5235 5241 5271 5277 5278 5290 5338 5344 5345 5388 5394 5404 5410 5412 5453 5460 5467 5485 5523 5541 5554 5570 5593 5746 5778 5779 5788 5796 5805 5814 5836 5849 5858 5886 5902
rather 16 4602 4689 4691 4988 5071 5169 5206 5258 5271 5453 5598 5752 5786 5796 5888 5895
ratif 2 5542 5852
ratifi 1 5139
ratio 5 5193 5201 5390 5644 5812
ration 2 5181 5279
raw 11 4630 4641 4898 4965 5057 5214 5398 5458 5737 5769 5800
ray 1 5366
raymond 1 5899
rban 1 5520
rbd 2 4681 5315
rbok 1 5335
rd.a 1 5868
re-appli 1 4781
re-appoint 1 5206
re-check 2 5526 5564
re-establish 1 5270
re-estim 1 5472
re-export 1 5057
re-introduct 3 4603 5002 5471
re-open 1 5113
re-rout 1 4785
reach 41 4616 4617 4630 4631 4665 4690 4711 4712 4740 4841 4867 4893 4939 4976 4983 5020 5080 5139 5148 5171 5172 5193 5195 5234 5258 5352 5366 5376 5477 5505 5507 5561 5702 5727 5751 5755 5761 5796 5800 5835 5887
react 8 4665 4944 5134 5189 5471 5752 5786 5895
reaction 1 5724
readi 7 4951 5176 5290 5376 5554 5561 5610
reaffirm 1 5268
reagan 15 4625 4632 5057 5160 5176 5288 5290 5376 5408 5506 5561 5611 5690 5778 5858
real 26 4621 4625 4638 4665 4695 4841 4893 4944 5070 5089 5112 5127 5205 5255 5321 5323 5412 5437 5658 5690 5711 5739 5743 5805 5849 5879
realign 3 4809 4829 5394
realiti 3 4603 4809 5394
realli 5 5214 5473 5690 5808 5841
realti 4 5317 5543 5579 5632
reappoint 1 5206
reason 27 4593 4602 4689 4744 4944 5057 5160 5176 5206 5271 5288 5290 5309 5456 5481 5485 5523 5554 5627 5643 5690 5761 5808 5849 5887 5935 5941
reassembl 2 5176 5290
reassur 1 4692
rebat 1 4744
rebel 1 5868
rebuild 1 4636
recalcul 1 5392
recapit 3 4930 5177 5286
recaptur 1 5925
reced 1 4953
receipt 10 4625 4733 4748 5234 5293 5331 5472 5541 5558 5941
receiv 30 4696 4850 4898 4910 4970 5056 5169 5177 5193 5214 5286 5291 5293 5331 5335 5366 5377 5379 5445 5455 5458 5467 5517 5518 5761 5818 5861 5889 5909 5946
receivership 1 5113
recent 46 4576 4583 4602 4603 4665 4771 4785 4816 4825 4884 4890 4893 4898 4988 5002 5058 5070 5109 5127 5134 5176 5178 5206 5214 5228 5231 5250 5258 5271 5272 5290 5303 5318 5332 5447 5458 5471 5473 5507 5570 5627 5717 5732 5827 5908 5932
recess 2 5171 5458
recipi 2 4600 4604
reclam 1 5946
reclassif 1 5390
recogn 3 5507 5702 5717
recognis 2 5171 5761
recommend 9 4632 4772 5190 5338 5390 5392 5796 5812 5888
reconcil 1 5683
reconsid 1 5671
reconstruct 1 4621
record 80 4603 4613 4679 4744 4779 4780 4801 4810 4821 4900 4944 4956 4987 4990 4991 5012 5021 5053 5054 5058 5083 5085 5086 5126 5183 5214 5250 5280 5296 5300 5318 5346 5351 5376 5390 5414 5440 5454 5471 5502 5511 5517 5522 5528 5537 5540 5546 5554 5561 5576 5586 5593 5603 5604 5643 5644 5662 5663 5687 5689 5694 5701 5707 5720 5721 5722 5729 5742 5765 5785 5810 5811 5827 5887 5901 5914 5935 5938 5939 5941
recov 4 5171 5178 5270 5712
recoveri 9 4695 4771 4795 5172 5318 5339 5570 5737 5769
recrod 1 4998
recur 1 5134
red 2 4810 5171
redec 1 5171
redempt 1 4745
redoglia 1 5706
reduc 41 4625 4632 4751 4795 4824 5145 5171 5183 5206 5214 5222 5268 5278 5280 5377 5392 5412 5435 5441 5467 5472 5474 5508 5554 5570 5585 5630 5643 5702 5719 5769 5778 5796 5800 5810 5812 5841 5847 5850 5858 5908
reduct 17 4595 4625 4657 5109 5167 5255 5273 5295 5318 5323 5458 5467 5573 5644 5683 5702 5746
redund 4 4735 4781 5318 5870
reebok 1 5335
reed 1 5630
refco 1 5127
refelect 1 5947
refer 4 4824 5109 5139 5827
refin 10 4630 4983 5116 5118 5119 5142 5244 5349 5559 5630
refinanc 1 5592
refineri 10 4609 4769 4867 4953 5116 5119 5150 5156 5630 5793
reflect 31 4603 4621 4680 4703 4744 4771 4777 4792 4810 4901 4944 4965 5071 5127 5134 5176 5178 5214 5219 5290 5299 5351 5390 5471 5632 5684 5692 5769 5787 5805 5830
reform 10 4625 5169 5235 5285 5318 5345 5412 5453 5554 5761
refrain 3 5070 5778 5858
refund 4 5057 5345 5437 5746
refus 15 4593 4630 4689 4778 4809 5123 5125 5176 5190 5191 5281 5290 5338 5445 5458
reg 1 4610
regard 3 5109 5469 5756
regim 1 5542
region 4 4602 5150 5270 5473
regist 13 4603 4640 4687 4893 5172 5181 5215 5276 5283 5635 5839 5879 5910
registr 5 4603 5002 5134 5218 5471
regress 1 5070
regrett 1 5554
regul 8 5201 5244 5318 5473 5708 5746 5756 5850
regular 12 4990 4991 5012 5083 5085 5139 5351 5502 5517 5585 5687 5722
regularli 1 4798
regulatori 9 4774 5094 5349 5505 5516 5713 5746 5910 5934
reign 2 4867 5879
reimburs 1 5761
reinforc 3 4809 4944 5394
reinstat 1 5727
reintegro 3 4603 5134 5471
reinterpret 1 5201
reintroduct 1 5570
reiter 3 4625 5285 5598
reject 18 4625 4665 4761 4772 4933 4964 4970 5291 5304 5376 5391 5445 5487 5506 5561 5655 5734 5756
rel 3 4882 5127 5172
relat 22 4625 4781 4835 4841 4893 5116 5119 5126 5169 5264 5285 5339 5379 5542 5702 5710 5752 5761 5786 5870 5873 5895
relationship 2 4593 4689
relax 1 5412
releas 17 4602 4630 4796 4933 5109 5194 5220 5256 5352 5389 5469 5507 5690 5779 5783 5812 5850
relev 1 5609
reli 3 5234 5796 5800
relief 5 4833 5057 5270 5376 5561
reluct 2 5171 5270
reluctantli 2 5376 5561
remain 52 4616 4625 4630 4636 4654 4662 4665 4692 4712 4713 4717 4733 4798 4809 4867 4893 4933 4941 4944 4953 5071 5127 5172 5176 5189 5201 5240 5241 5278 5290 5295 5377 5394 5398 5404 5435 5472 5473 5474 5542 5620 5667 5702 5717 5778 5779 5800 5808 5858 5868 5879 5887
remaind 1 5711
remark 4 4616 4712 4882 5717
remedi 2 5379 5507
rememb 1 5779
remind 1 5070
remit 1 5458
remodel 2 5190 5338
remov 6 4867 5156 5226 5467 5796 5900
renam 2 4806 5203
renault 1 5172
renegoti 3 4824 5139 5278
renew 12 4944 4965 5171 5178 5255 5323 5376 5561 5778 5796 5858 5896
renison 1 5788
renn 1 5172
renouf 1 5309
rental 6 5003 5033 5076 5109 5410 5876
reopen 2 5611 5734
